Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_EVI,MOD13A1_061__500m_16_days_MIR_reflectance,MOD13A1_061__500m_16_days_NDVI,MOD13A1_061__500m_16_days_NIR_reflectance,MOD13A1_061__500m_16_days_blue_reflectance,MOD13A1_061__500m_16_days_composite_day_of_the_year,MOD13A1_061__500m_16_days_red_reflectance,MOD13A1_061__500m_16_days_relative_azimuth_angle,MOD13A1_061__500m_16_days_sun_zenith_angle,MOD13A1_061__500m_16_days_view_zenith_angle,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_pixel_reliability,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description,MOD13A1_061__500m_16_days_pixel_reliability_bitmask,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND_Description
40.1547789,-88.580707,2018-03-22,h11v04,2362.0,551.0,0.1533,0.3943,0.2608,0.2173,0.0688,81.0,0.1274,-48.7700005,44.6100006,39.25,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-04-07,h11v04,2362.0,551.0,0.1504,0.3429,0.2676,0.2034,0.0641,97.0,0.1175,-46.1699982,38.5,38.8699989,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-04-23,h11v04,2362.0,551.0,0.1436,0.3519,0.2786,0.1854,0.0542,125.0,0.1046,119.6999969,26.7999992,2.46,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-05-09,h11v04,2362.0,551.0,0.2307,0.3457,0.3719,0.2521,0.0618,143.0,0.1154,-36.9599991,24.4300003,19.6099987,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-05-25,h11v04,2362.0,551.0,0.42,0.1776,0.6793,0.2933,0.0289,155.0,0.056,134.0099945,20.1800003,24.5799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-06-10,h11v04,2362.0,551.0,0.6408,0.1035,0.8366,0.4217,0.0197,166.0,0.0375,-31.4599991,21.8999996,8.3599997,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-06-26,h11v04,2362.0,551.0,0.706,0.0744,0.8793,0.4579,0.0156,189.0,0.0294,132.7299957,22.4300003,3.3599999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-07-12,h11v04,2362.0,551.0,0.8398,0.0751,0.9277,0.5579,0.0113,198.0,0.0209,-33.8199997,24.4599991,8.2600002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-07-28,h11v04,2362.0,551.0,0.7664,0.0567,0.9054,0.4978,0.0137,214.0,0.0247,-37.4799995,27.3899994,8.2600002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-08-13,h11v04,2362.0,551.0,0.6002,0.0945,0.8015,0.395,0.0256,239.0,0.0435,-46.9899979,34.3899994,19.3299999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-08-29,h11v04,2362.0,551.0,0.5307,0.0652,0.7898,0.3432,0.0211,242.0,0.0403,122.6199951,32.7000008,33.7700005,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-09-14,h11v04,2362.0,551.0,0.184,0.1783,0.3315,0.2189,0.053,258.0,0.1099,118.5299988,38.2299995,33.6699982,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-09-30,h11v04,2362.0,551.0,0.1518,0.2167,0.2615,0.2221,0.0648,281.0,0.13,112.3699951,46.5200005,41.1899986,35225.0,1.0,0b1000100110011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2018-10-16,h11v04,2362.0,551.0,0.1174,0.1896,0.2404,0.1656,0.0543,301.0,0.1014,114.2399979,54.3999977,2.49,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-11-01,h11v04,2362.0,551.0,0.1011,0.1881,0.2334,0.14,0.047,315.0,0.087,112.0999985,58.1899986,23.6499996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-11-17,h11v04,2362.0,551.0,0.0921,0.1732,0.2241,0.1275,0.0461,326.0,0.0808,-65.8799973,61.6399994,9.9699993,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-12-03,h11v04,2362.0,551.0,0.1054,0.1377,0.253,0.1352,0.0432,351.0,0.0806,-63.3499985,65.5599976,21.25,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-12-19,h11v04,2362.0,551.0,0.0841,0.0949,0.2388,0.1084,0.0355,3.0,0.0666,115.2099991,63.4899979,46.6699982,2124.0,1.0,0b0000100001001100,0b00,VI produced with good quality,0b0011,Decreasing quality (0011),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2019-01-01,h11v04,2362.0,551.0,0.1201,0.2443,0.254,0.1624,0.0497,9.0,0.0966,-62.0599976,64.5999985,10.5199995,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-01-17,h11v04,2362.0,551.0,-0.0084,0.0651,-0.0079,0.7709,0.7463,32.0,0.7832,121.5799942,59.7999992,0.77,18449.0,2.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No,0b00000000000000000000000000000010,0b00000000000000000000000000000010,Snow/Ice Target covered with snow/ice
40.1547789,-88.580707,2019-02-02,h11v04,2362.0,551.0,0.0939,0.1354,0.2137,0.1408,0.0491,44.0,0.0912,120.0,54.7399979,39.9399986,2257.0,1.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2019-02-18,h11v04,2362.0,551.0,0.109,0.1688,0.2534,0.1417,0.0446,57.0,0.0844,-54.25,52.2099991,10.5199995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-03-06,h11v04,2362.0,551.0,0.1332,0.1754,0.2791,0.1691,0.0475,75.0,0.0953,-50.5999985,46.4199982,30.75,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-03-22,h11v04,2362.0,551.0,0.1157,0.1914,0.2581,0.1511,0.0462,87.0,0.0891,126.2799988,39.5,12.5299997,2185.0,1.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2019-04-07,h11v04,2362.0,551.0,0.1252,0.1952,0.2797,0.1514,0.0455,105.0,0.0852,-47.2700005,33.7999992,10.25,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-04-23,h11v04,2362.0,551.0,0.1694,0.347,0.2708,0.2381,0.0747,116.0,0.1366,-43.0200005,32.2599983,39.0599976,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-05-09,h11v04,2362.0,551.0,0.1105,0.1666,0.2936,0.124,0.0342,142.0,0.0677,132.4499969,22.0,23.1000004,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-05-25,h11v04,2362.0,551.0,0.1966,0.3365,0.3165,0.2435,0.0684,158.0,0.1264,135.6699982,20.1000004,23.1000004,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-06-10,h11v04,2362.0,551.0,0.286,0.2553,0.4816,0.2527,0.0463,176.0,0.0884,129.6900024,21.5100002,1.0799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-06-26,h11v04,2362.0,551.0,0.5458,0.1068,0.7989,0.3517,0.0209,181.0,0.0393,137.2700043,19.6499996,32.079998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-07-12,h11v04,2362.0,551.0,0.7046,0.0692,0.8881,0.4526,0.0137,208.0,0.0268,135.3799896,25.5499992,1.05,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-07-28,h11v04,2362.0,551.0,0.7646,0.0435,0.9303,0.4796,0.0096,215.0,0.0173,137.4499969,26.3099995,12.3499994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-08-13,h11v04,2362.0,551.0,0.7299,0.0544,0.9211,0.4579,0.0089,231.0,0.0188,128.6999969,30.3599987,12.3599997,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-08-29,h11v04,2362.0,551.0,0.7499,0.0603,0.913,0.4777,0.0117,247.0,0.0217,126.1399994,35.2199974,12.3400002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-09-14,h11v04,2362.0,551.0,0.4805,0.0506,0.7937,0.3001,0.0167,263.0,0.0345,118.659996,40.6899986,12.3499994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-09-30,h11v04,2362.0,551.0,0.2188,0.193,0.3802,0.2423,0.0493,281.0,0.1088,-61.9499969,47.8400002,10.25,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-10-16,h11v04,2362.0,551.0,0.118,0.121,0.287,0.1316,0.0435,300.0,0.0729,111.0400009,53.2299995,40.1299973,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-11-01,h11v04,2362.0,551.0,0.1149,0.227,0.258,0.1426,0.05,311.0,0.0841,113.4700012,57.2199974,12.4299994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-11-17,h11v04,2362.0,551.0,0.1047,0.1901,0.2808,0.1156,0.0394,329.0,0.0649,-65.1899948,62.25,10.4299994,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-12-03,h11v04,2362.0,551.0,0.1274,0.169,0.2351,0.2009,0.0596,338.0,0.1244,-64.6800003,64.1699982,21.25,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-12-19,h11v04,2362.0,551.0,0.0825,0.129,0.262,0.0944,0.0317,1.0,0.0552,115.1899948,64.3499985,22.8199997,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-01-01,h11v04,2362.0,551.0,0.0825,0.129,0.262,0.0944,0.0317,1.0,0.0552,115.1899948,64.3499985,22.8199997,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-01-17,h11v04,2362.0,551.0,0.0927,0.0761,0.1826,0.1654,0.0632,26.0,0.1143,119.8799973,60.9499969,12.9799995,2261.0,1.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2020-02-02,h11v04,2362.0,551.0,0.0872,0.152,0.2271,0.1202,0.04,33.0,0.0757,120.2900009,58.8099976,23.6499996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-02-18,h11v04,2362.0,551.0,0.1108,0.157,0.2702,0.1316,0.043,62.0,0.0756,-52.3699989,51.4899979,29.6399994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-03-05,h11v04,2362.0,551.0,0.1191,0.2675,0.2185,0.1893,0.0657,67.0,0.1214,127.3499985,47.9799995,2.5799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-03-21,h11v04,2362.0,551.0,0.1211,0.2758,0.229,0.1862,0.0607,90.0,0.1168,124.1699982,38.4099998,13.3499994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-04-06,h11v04,2362.0,551.0,0.1496,0.3373,0.2558,0.213,0.0693,99.0,0.1262,112.0899963,35.4799995,1.9299999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-04-22,h11v04,2362.0,551.0,0.1253,0.1844,0.2938,0.1398,0.0441,127.0,0.0763,123.5999985,24.4499989,40.1399994,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-05-08,h11v04,2362.0,551.0,0.183,0.3985,0.2867,0.2475,0.0752,130.0,0.1372,-34.3800011,31.3099995,57.1999969,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
