Latitude,Longitude,Date,MODIS_Tile,MYD13A1_061_Line_Y_500m,MYD13A1_061_Sample_X_500m,MYD13A1_061__500m_16_days_EVI,MYD13A1_061__500m_16_days_MIR_reflectance,MYD13A1_061__500m_16_days_NDVI,MYD13A1_061__500m_16_days_NIR_reflectance,MYD13A1_061__500m_16_days_blue_reflectance,MYD13A1_061__500m_16_days_composite_day_of_the_year,MYD13A1_061__500m_16_days_red_reflectance,MYD13A1_061__500m_16_days_relative_azimuth_angle,MYD13A1_061__500m_16_days_sun_zenith_angle,MYD13A1_061__500m_16_days_view_zenith_angle,MYD13A1_061__500m_16_days_VI_Quality,MYD13A1_061__500m_16_days_pixel_reliability,MYD13A1_061__500m_16_days_VI_Quality_bitmask,MYD13A1_061__500m_16_days_VI_Quality_MODLAND,MYD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MYD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MYD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MYD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MYD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MYD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MYD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MYD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MYD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description,MYD13A1_061__500m_16_days_pixel_reliability_bitmask,MYD13A1_061__500m_16_days_pixel_reliability_MODLAND,MYD13A1_061__500m_16_days_pixel_reliability_MODLAND_Description
40.1547789,-88.580707,2018-03-14,h11v04,2362.0,551.0,0.1405,0.3326,0.2641,0.1895,0.059,80.0,0.1103,56.3699989,42.2199974,2.98,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-03-30,h11v04,2362.0,551.0,0.1209,0.2753,0.2477,0.1662,0.0538,102.0,0.1002,-121.2599945,32.1399994,50.4599991,2189.0,1.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2018-04-15,h11v04,2362.0,551.0,0.1505,0.3778,0.2714,0.2014,0.0621,119.0,0.1154,40.7199974,30.7799988,14.1899996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-05-01,h11v04,2362.0,551.0,0.1566,0.334,0.2586,0.2168,0.0748,128.0,0.1277,27.8299999,27.8899994,2.9399998,2185.0,1.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2018-05-17,h11v04,2362.0,551.0,0.2464,0.1967,0.5231,0.1875,0.0311,146.0,0.0587,-141.5899963,22.8999996,19.4799995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-06-02,h11v04,2362.0,551.0,0.3343,0.1098,0.672,0.2192,0.0213,155.0,0.043,-139.6199951,20.9399986,29.2299995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-06-18,h11v04,2362.0,551.0,0.7691,0.0613,0.9235,0.4881,0.0108,180.0,0.0194,-134.5399933,19.1000004,37.6800003,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-07-04,h11v04,2362.0,551.0,0.7745,0.074,0.8906,0.5239,0.015,188.0,0.0303,29.8199997,25.8199997,41.7999992,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-07-20,h11v04,2362.0,551.0,0.8049,0.082,0.9014,0.54,0.0157,206.0,0.028,37.8899994,26.25,25.3400002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-08-05,h11v04,2362.0,551.0,0.8205,0.1027,0.8719,0.5774,0.0234,220.0,0.0395,37.7700005,30.9799995,42.4899979,2449.0,1.0,0b0000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2018-08-21,h11v04,2362.0,551.0,0.5128,0.1088,0.722,0.3643,0.0304,240.0,0.0588,39.4099998,34.2399979,3.8299999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-09-06,h11v04,2362.0,551.0,0.1867,0.1763,0.3112,0.2709,0.0537,256.0,0.1423,46.329998,40.1899986,3.3499999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-09-22,h11v04,2362.0,551.0,0.1567,0.144,0.3341,0.1667,0.0445,269.0,0.0832,-122.8299942,43.0,44.5499992,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-10-08,h11v04,2362.0,551.0,0.1371,0.1948,0.2952,0.1656,0.044,288.0,0.0901,48.9399986,52.5499992,3.1599998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-10-24,h11v04,2362.0,551.0,0.117,0.1813,0.2568,0.1578,0.0453,311.0,0.0933,54.5200005,60.4799995,14.29,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-11-09,h11v04,2362.0,551.0,0.0968,0.1737,0.2484,0.1246,0.0392,315.0,0.075,-122.2999954,59.7799988,29.1299992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-11-25,h11v04,2362.0,551.0,0.0173,0.0629,0.0185,0.5188,0.4685,343.0,0.4999,58.6199989,65.909996,14.1099997,18453.0,2.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No,0b00000000000000000000000000000010,0b00000000000000000000000000000010,Snow/Ice Target covered with snow/ice
40.1547789,-88.580707,2018-12-11,h11v04,2362.0,551.0,0.1076,0.1753,0.2498,0.1448,0.0429,359.0,0.0869,60.2599983,65.909996,14.1999998,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2018-12-27,h11v04,2362.0,551.0,0.0935,0.1108,0.2715,0.1084,0.0325,3.0,0.0621,60.2799988,64.7399979,2.8899999,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-01-09,h11v04,2362.0,551.0,0.1182,0.2441,0.2555,0.1572,0.0485,10.0,0.0932,63.8599968,64.0499954,14.1999998,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-01-25,h11v04,2362.0,551.0,0.1118,0.1413,0.249,0.1537,0.0451,40.0,0.0924,61.2599983,57.3499985,33.9899979,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-02-10,h11v04,2362.0,551.0,0.1048,0.1206,0.2692,0.1247,0.0392,53.0,0.0718,-115.7200012,51.2599983,19.4699993,2185.0,1.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2019-02-26,h11v04,2362.0,551.0,0.1221,0.1762,0.2644,0.1566,0.0483,70.0,0.0911,52.8499985,48.3899994,48.4099998,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2019-03-14,h11v04,2362.0,551.0,0.1128,0.2015,0.257,0.1484,0.044,85.0,0.0877,-122.6800003,39.6299973,19.1999989,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-03-30,h11v04,2362.0,551.0,0.1428,0.2961,0.2694,0.1894,0.0582,99.0,0.109,42.4099998,35.8699989,3.1899998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-04-15,h11v04,2362.0,551.0,0.1497,0.2966,0.2689,0.2005,0.0633,106.0,0.1155,44.2399979,34.3499985,14.29,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-05-01,h11v04,2362.0,551.0,0.1587,0.2607,0.2963,0.1951,0.0568,126.0,0.1059,-133.4799957,26.3499985,29.0499992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-05-17,h11v04,2362.0,551.0,0.0966,0.1841,0.2726,0.1104,0.0354,142.0,0.0631,-137.5599976,22.8799992,29.2299995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-06-02,h11v04,2362.0,551.0,0.1777,0.3927,0.2905,0.2385,0.0686,156.0,0.1311,-145.6999969,22.289999,8.5799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-06-18,h11v04,2362.0,551.0,0.2717,0.2147,0.489,0.2311,0.0414,176.0,0.0793,-132.8499908,18.4200001,44.7299995,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-07-04,h11v04,2362.0,551.0,0.5176,0.1403,0.7375,0.3635,0.027,195.0,0.0549,35.8499985,22.8899994,2.71,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-07-20,h11v04,2362.0,551.0,0.779,0.0866,0.8989,0.5224,0.0136,216.0,0.0278,38.9099998,28.9699993,33.7099991,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-08-05,h11v04,2362.0,551.0,0.7703,0.0847,0.9043,0.5135,0.0114,218.0,0.0258,40.4899979,27.9399986,14.0199995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-08-21,h11v04,2362.0,551.0,0.7526,0.0588,0.917,0.4786,0.0109,240.0,0.0207,-122.75,31.6499996,44.6499977,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-09-06,h11v04,2362.0,551.0,0.5126,0.0911,0.7265,0.3731,0.0262,261.0,0.0591,-125.1100006,40.9500008,19.4899998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-09-22,h11v04,2362.0,551.0,0.5042,0.1148,0.7135,0.3751,0.027,266.0,0.0627,49.9599991,44.5399971,14.1899996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-10-08,h11v04,2362.0,551.0,0.2295,0.2405,0.3529,0.2716,0.0677,282.0,0.1299,52.2799988,50.7599983,14.3699999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-10-24,h11v04,2362.0,551.0,0.1238,0.1449,0.278,0.1494,0.0458,300.0,0.0844,-126.4399948,56.1299973,8.3999996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-11-09,h11v04,2362.0,551.0,0.1214,0.2483,0.2498,0.1716,0.0503,314.0,0.103,53.079998,61.1800003,14.21,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-11-25,h11v04,2362.0,551.0,0.1002,0.1709,0.2062,0.1658,0.0541,339.0,0.1091,52.8799973,65.1699982,2.8099999,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-12-11,h11v04,2362.0,551.0,0.0781,0.149,0.2236,0.1086,0.0335,359.0,0.0689,-115.6800003,64.3899994,37.5,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2019-12-27,h11v04,2362.0,551.0,0.088,0.1377,0.2152,0.1355,0.0396,1.0,0.0875,-114.6399994,64.1100006,29.1399994,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-01-09,h11v04,2362.0,551.0,0.1004,0.1548,0.2168,0.156,0.05,21.0,0.1004,-111.5099945,60.1699982,55.5399971,2525.0,1.0,0b0000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2020-01-25,h11v04,2362.0,551.0,0.0938,0.1767,0.202,0.1544,0.0515,33.0,0.1025,-113.4499969,57.6199989,29.2299995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-02-10,h11v04,2362.0,551.0,0.1064,0.205,0.2043,0.1818,0.0605,54.0,0.1201,50.7700005,51.6299973,3.1199999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-02-26,h11v04,2362.0,551.0,0.1231,0.2999,0.2149,0.208,0.0693,68.0,0.1344,56.75,47.5299988,24.789999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-03-13,h11v04,2362.0,551.0,0.1212,0.2522,0.2139,0.2068,0.0676,77.0,0.1339,54.079998,43.8799973,14.1999998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-03-29,h11v04,2362.0,551.0,0.1531,0.3468,0.2707,0.207,0.064,104.0,0.1188,-129.4799957,33.2399979,19.289999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-04-14,h11v04,2362.0,551.0,0.1433,0.329,0.2448,0.2161,0.0694,109.0,0.1311,43.2599983,33.5400009,14.29,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2020-04-30,h11v04,2362.0,551.0,0.1389,0.1989,0.3037,0.1573,0.0457,122.0,0.084,-130.3300018,26.8899994,37.5,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
