Date,Mean NDVI,Date
2022-07-21,0.7996023960110156,2022-07-21
2022-07-22,0.7930626800973767,2022-07-22
2022-07-23,0.7869452399176521,2022-07-23
2022-07-24,0.7808277997379273,2022-07-24
2022-07-25,0.7747103595582026,2022-07-25
2022-07-26,0.7905162332167875,2022-07-26
2022-07-27,0.7947458166661864,2022-07-27
2022-07-28,0.8025972924813858,2022-07-28
2022-07-29,0.7884579988046668,2022-07-29
2022-07-30,0.7867692381040906,2022-07-30
2022-07-31,0.7823328278046704,2022-07-31
2022-08-01,0.7668065773182006,2022-08-01
2022-08-02,0.7531423237583393,2022-08-02
2022-08-03,0.7413400671250869,2022-08-03
2022-08-04,0.7470513340273293,2022-08-04
2022-08-05,0.7296326945051669,2022-08-05
2022-08-06,0.7098129102649295,2022-08-06
2022-08-07,0.7060312049756559,2022-08-07
2022-08-08,0.7257545200301405,2022-08-08
2022-08-09,0.735086219678433,2022-08-09
2022-08-10,0.7253917246869886,2022-08-10
2022-08-11,0.7078724838957609,2022-08-11
2022-08-12,0.7015485996003038,2022-08-12
2022-08-13,0.6929954393638527,2022-08-13
2022-08-14,0.6902945073793347,2022-08-14
2022-08-15,0.6875935753948169,2022-08-15
2022-08-16,0.6848926434102992,2022-08-16
2022-08-17,0.6825695663169129,2022-08-17
2022-08-18,0.6806243441146584,2022-08-18
2022-08-19,0.6790569768035355,2022-08-19
2022-08-20,0.6774896094924125,2022-08-20
2022-08-21,0.6710909249892484,2022-08-21
2022-08-22,0.6598609232940431,2022-08-22
2022-08-23,0.6500930470768332,2022-08-23
2022-08-24,0.6466186135296602,2022-08-24
2022-08-25,0.6494376226525239,2022-08-25
2022-08-26,0.6522566317753875,2022-08-26
2022-08-27,0.6550756408982511,2022-08-27
2022-08-28,0.6547427227462986,2022-08-28
2022-08-29,0.6512578773195301,2022-08-29
2022-08-30,0.6383089632601352,2022-08-30
2022-08-31,0.6253197256740887,2022-08-31
2022-09-01,0.6122901645613905,2022-09-01
2022-09-02,0.6055324212798506,2022-09-02
2022-09-03,0.5982608064032553,2022-09-03
2022-09-04,0.5904753199316045,2022-09-04
2022-09-05,0.582175961864898,2022-09-05
2022-09-06,0.5811773346330016,2022-09-06
2022-09-07,0.5771108646524225,2022-09-07
2022-09-08,0.5699765519231605,2022-09-08
2022-09-09,0.5524736656104059,2022-09-09
2022-09-10,0.5349707792976512,2022-09-10
2022-09-11,0.5281689577653538,2022-09-11
2022-09-12,0.5222035030492349,2022-09-12
2022-09-13,0.51579997607327,2022-09-13
2022-09-14,0.4982573120570019,2022-09-14
2022-09-15,0.4794402089647092,2022-09-15
2022-09-16,0.4657148244292086,2022-09-16
2022-09-17,0.4570811584505002,2022-09-17
2022-09-18,0.4535392110285837,2022-09-18
2022-09-19,0.4394081707367983,2022-09-19
2022-09-20,0.4291549526334122,2022-09-20
2022-09-21,0.4227795567184254,2022-09-21
2022-09-22,0.4308710758617068,2022-09-22
2022-09-23,0.4389625950049883,2022-09-23
2022-09-24,0.4388137802129014,2022-09-24
2022-09-25,0.4304246314854464,2022-09-25
2022-09-26,0.4151500944813577,2022-09-26
2022-09-27,0.4039241043902066,2022-09-27
2022-09-28,0.3947282954747018,2022-09-28
2022-09-29,0.3862077220761087,2022-09-29
2022-09-30,0.3756687829402242,2022-09-30
2022-10-01,0.3552102212075356,2022-10-01
2022-10-02,0.3307651586487107,2022-10-02
2022-10-03,0.3110764716922805,2022-10-03
2022-10-04,0.306063782935049,2022-10-04
2022-10-05,0.3097939706063485,2022-10-05
2022-10-06,0.3129561922403217,2022-10-06
2022-10-07,0.3155504478369684,2022-10-07
2022-10-08,0.3175767373962888,2022-10-08
2022-10-09,0.3096531805817766,2022-10-09
2022-10-10,0.2955519085405488,2022-10-10
2022-10-11,0.2826435228599463,2022-10-11
2022-10-12,0.2811518246115486,2022-10-12
2022-10-13,0.2851624117367597,2022-10-13
2022-10-14,0.2873046826482388,2022-10-14
2022-10-15,0.2873046826482388,2022-10-15
2022-10-16,0.2873046826482388,2022-10-16
2022-10-17,0.2873046826482388,2022-10-17
2022-10-18,0.2873046826482388,2022-10-18
2022-10-19,0.2873046826482388,2022-10-19
2022-10-20,0.2873046826482388,2022-10-20
2022-10-21,0.2873046826482388,2022-10-21
2022-10-22,0.2873046826482388,2022-10-22
2022-10-23,0.2873046826482388,2022-10-23
2022-10-24,0.2873046826482388,2022-10-24
2022-10-25,0.2873046826482388,2022-10-25
2022-10-26,0.2873046826482388,2022-10-26
2022-10-27,0.2873046826482388,2022-10-27
2022-10-28,0.2873046826482388,2022-10-28
2022-10-29,0.2873046826482388,2022-10-29
2022-10-30,0.2873046826482388,2022-10-30
2022-10-31,0.2873046826482388,2022-10-31
2022-11-01,0.2873046826482388,2022-11-01
2023-04-01,0.28620140087812995,2023-04-01
2023-04-02,0.2850981191080212,2023-04-02
2023-04-03,0.28399483733791236,2023-04-03
2023-04-04,0.28289155556780354,2023-04-04
2023-04-05,0.2817882737976948,2023-04-05
2023-04-06,0.28068499202758596,2023-04-06
2023-04-07,0.27958171025747713,2023-04-07
2023-04-08,0.27847842848736837,2023-04-08
2023-04-09,0.27737514671725955,2023-04-09
2023-04-10,0.2762718649471507,2023-04-10
2023-04-11,0.27516858317704196,2023-04-11
2023-04-12,0.27406530140693314,2023-04-12
2023-04-13,0.2729620196368243,2023-04-13
2023-04-14,0.2718587378667155,2023-04-14
2023-04-15,0.27075545609660673,2023-04-15
2023-04-16,0.2696521743264979,2023-04-16
2023-04-17,0.2685488925563891,2023-04-17
2023-04-18,0.2674456107862803,2023-04-18
2023-04-19,0.2663423290161715,2023-04-19
2023-04-20,0.2652390472460627,2023-04-20
2023-04-21,0.2641357654759539,2023-04-21
2023-04-22,0.2630324837058451,2023-04-22
2023-04-23,0.26192920193573627,2023-04-23
2023-04-24,0.2608259201656275,2023-04-24
2023-04-25,0.2597226383955187,2023-04-25
2023-04-26,0.2610634226109151,2023-04-26
2023-04-27,0.2624042068263116,2023-04-27
2023-04-28,0.2650857752571045,2023-04-28
2023-04-29,0.2677673436878974,2023-04-29
2023-04-30,0.2704489121186904,2023-04-30
2023-05-01,0.2731304805494833,2023-05-01
2023-05-02,0.2758120489802762,2023-05-02
2023-05-03,0.2784936174110691,2023-05-03
2023-05-04,0.2811751858418621,2023-05-04
2023-05-05,0.283856754272655,2023-05-05
2023-05-06,0.2865383227034479,2023-05-06
2023-05-07,0.2892198911342408,2023-05-07
2023-05-08,0.2919014595650337,2023-05-08
2023-05-09,0.2945830279958267,2023-05-09
2023-05-10,0.2972645964266196,2023-05-10
2023-05-11,0.2999461648574125,2023-05-11
2023-05-12,0.3026277332882054,2023-05-12
2023-05-13,0.3053093017189984,2023-05-13
2023-05-14,0.3079908701497913,2023-05-14
2023-05-15,0.3106724385805842,2023-05-15
2023-05-16,0.3133540070113771,2023-05-16
2023-05-17,0.3160355754421701,2023-05-17
2023-05-18,0.318717143872963,2023-05-18
2023-05-19,0.3213987123037559,2023-05-19
2023-05-20,0.323008631800746,2023-05-20
2023-05-21,0.3235469023639333,2023-05-21
2023-05-22,0.3232968183314288,2023-05-22
2023-05-23,0.3233300286370354,2023-05-23
2023-05-24,0.324404874342403,2023-05-24
2023-05-25,0.3262380611094205,2023-05-25
2023-05-26,0.3288295889380879,2023-05-26
2023-05-27,0.3263143442730414,2023-05-27
2023-05-28,0.3247484313285597,2023-05-28
2023-05-29,0.3241318501046428,2023-05-29
2023-05-30,0.3295713730950044,2023-05-30
2023-05-31,0.3350108960853661,2023-05-31
2023-06-01,0.3404504190757278,2023-06-01
2023-06-02,0.3429322745671611,2023-06-02
2023-06-03,0.3457404821333328,2023-06-03
2023-06-04,0.3488750417742432,2023-06-04
2023-06-05,0.3552936209888204,2023-06-05
2023-06-06,0.3617122002033976,2023-06-06
2023-06-07,0.3691059155271924,2023-06-07
2023-06-08,0.3774747669602047,2023-06-08
2023-06-09,0.3868187545024344,2023-06-09
2023-06-10,0.3961627420446641,2023-06-10
2023-06-11,0.4055067295868939,2023-06-11
2023-06-12,0.4151767296075947,2023-06-12
2023-06-13,0.4190296522826824,2023-06-13
2023-06-14,0.4155684705126772,2023-06-14
2023-06-15,0.4151879416147608,2023-06-15
2023-06-16,0.4240311554130176,2023-06-16
2023-06-17,0.4435951390069277,2023-06-17
2023-06-18,0.4613439544208058,2023-06-18
2023-06-19,0.4772776016546518,2023-06-19
2023-06-20,0.4837771823430848,2023-06-20
2023-06-21,0.4826578646661367,2023-06-21
2023-06-22,0.476975320190365,2023-06-22
2023-06-23,0.4767031256037747,2023-06-23
2023-06-24,0.4818412809063659,2023-06-24
2023-06-25,0.4893341145315812,2023-06-25
2023-06-26,0.4459951697590283,2023-06-26
2023-06-27,0.4113847860239605,2023-06-27
2023-06-28,0.3855029633263778,2023-06-28
2023-06-29,0.4191814800640484,2023-06-29
2023-06-30,0.452859996801719,2023-06-30
2023-07-01,0.4865385135393896,2023-07-01
2023-07-02,0.5202170302770601,2023-07-02
2023-07-03,0.5398834126089554,2023-07-03
2023-07-04,0.5549232470780753,2023-07-04
2023-07-05,0.5653365336844196,2023-07-05
2023-07-06,0.5833674142605381,2023-07-06
2023-07-07,0.5996303022634307,2023-07-07
2023-07-08,0.6141251976930975,2023-07-08
2023-07-09,0.6431602015762315,2023-07-09
2023-07-10,0.6766726964355211,2023-07-10
2023-07-11,0.7081234479395526,2023-07-11
2023-07-12,0.7229723476348592,2023-07-12
2023-07-13,0.7312820129987525,2023-07-13
2023-07-14,0.7395916783626458,2023-07-14
2023-07-15,0.747901343726539,2023-07-15
2023-07-16,0.7562110090904324,2023-07-16
2023-07-17,0.7645206744543257,2023-07-17
2023-07-18,0.7728303398182189,2023-07-18
2023-07-19,0.7811400051821122,2023-07-19
2023-07-20,0.7805550480972702,2023-07-20
2023-07-21,0.7888124778151612,2023-07-21
2023-07-22,0.7909345411411248,2023-07-22
2023-07-23,0.8155726256295655,2023-07-23
2023-07-24,0.8262329605737387,2023-07-24
2023-07-25,0.8378932991683049,2023-07-25
2023-07-26,0.8307968763075954,2023-07-26
2023-07-27,0.8237004534468859,2023-07-27
2023-07-28,0.8166040305861765,2023-07-28
2023-07-29,0.8095076077254669,2023-07-29
2023-07-30,0.8056575158899112,2023-07-30
2023-07-31,0.8050537550795093,2023-07-31
2023-08-01,0.8076963252942613,2023-08-01
2023-08-02,0.8103388955090133,2023-08-02
2023-08-03,0.8129814657237651,2023-08-03
2023-08-04,0.8156240359385171,2023-08-04
2023-08-05,0.818266606153269,2023-08-05
2023-08-06,0.820909176368021,2023-08-06
2023-08-07,0.823551746582773,2023-08-07
2023-08-08,0.8261943167975249,2023-08-08
2023-08-09,0.8288368870122768,2023-08-09
2023-08-10,0.8365482913521224,2023-08-10
2023-08-11,0.8493285298170616,2023-08-11
2023-08-12,0.8599317797041902,2023-08-12
2023-08-13,0.8623734207840653,2023-08-13
2023-08-14,0.8566534530566873,2023-08-14
2023-08-15,0.8444459689756393,2023-08-15
2023-08-16,0.8463978648627948,2023-08-16
2023-08-17,0.8346454112947965,2023-08-17
2023-08-18,0.8275895811942457,2023-08-18
2023-08-19,0.8054992643436175,2023-08-19
2023-08-20,0.7962381901662692,2023-08-20
2023-08-21,0.798567609069721,2023-08-21
2023-08-22,0.7954273993013307,2023-08-22
2023-08-23,0.7868175608610981,2023-08-23
2023-08-24,0.7578445001510458,2023-08-24
2023-08-25,0.7255683389238157,2023-08-25
2023-08-26,0.6899890771794079,2023-08-26
2023-08-27,0.6544098154350002,2023-08-27
2023-08-28,0.6873865968956583,2023-08-28
2023-08-29,0.7165879759176147,2023-08-29
2023-08-30,0.7508698417994791,2023-08-30
2023-08-31,0.7119657518035778,2023-08-31
2023-09-01,0.6775178265978115,2023-09-01
2023-09-02,0.6386701768835702,2023-09-02
2023-09-03,0.6096743940991198,2023-09-03
2023-09-04,0.5852198032203274,2023-09-04
2023-09-05,0.5653064042471929,2023-09-05
2023-09-06,0.5453930052740584,2023-09-06
2023-09-07,0.5350791367979794,2023-09-07
2023-09-08,0.5231843973595883,2023-09-08
2023-09-09,0.5097087869588856,2023-09-09
2023-09-10,0.4850527750988159,2023-09-10
2023-09-11,0.4603967632387462,2023-09-11
2023-09-12,0.4440539343074238,2023-09-12
2023-09-13,0.4178140111618971,2023-09-13
2023-09-14,0.4104195555064285,2023-09-14
2023-09-15,0.4135573844122704,2023-09-15
2023-09-16,0.4287238367969075,2023-09-16
2023-09-17,0.4271763509560775,2023-09-17
2023-09-18,0.4116541939678448,2023-09-18
2023-09-19,0.3988713040576767,2023-09-19
2023-09-20,0.388827681225573,2023-09-20
2023-09-21,0.3787840583934693,2023-09-21
2023-09-22,0.3687404355613656,2023-09-22
2023-09-23,0.3586968127292619,2023-09-23
2023-09-24,0.3567438135971486,2023-09-24
2023-09-25,0.35073497470167,2023-09-25
2023-09-26,0.3395863875086635,2023-09-26
2023-09-27,0.3186083026960784,2023-09-27
2023-09-28,0.309871465362565,2023-09-28
2023-09-29,0.3144597840422856,2023-09-29
2023-09-30,0.3214722973490493,2023-09-30
2023-10-01,0.3209847236475618,2023-10-01
2023-10-02,0.3202339338131789,2023-10-02
2023-10-03,0.3267200148541522,2023-10-03
2023-10-04,0.3280395807004442,2023-10-04
2023-10-05,0.3230232248203511,2023-10-05
2023-10-06,0.3116709472138728,2023-10-06
2023-10-07,0.3063861339510466,2023-10-07
2023-10-08,0.3114621058472305,2023-10-08
2023-10-09,0.3159907289958846,2023-10-09
2023-10-10,0.3199720033970091,2023-10-10
2023-10-11,0.3153540970600656,2023-10-11
2023-10-12,0.3130451438915938,2023-10-12
2023-10-13,0.3130451438915938,2023-10-13
2023-10-14,0.3130451438915938,2023-10-14
2023-10-15,0.3130451438915938,2023-10-15
2023-10-16,0.3130451438915938,2023-10-16
2023-10-17,0.3130451438915938,2023-10-17
2023-10-18,0.3130451438915938,2023-10-18
2023-10-19,0.3130451438915938,2023-10-19
2023-10-20,0.3130451438915938,2023-10-20
2023-10-21,0.3130451438915938,2023-10-21
2023-10-22,0.3130451438915938,2023-10-22
2023-10-23,0.3130451438915938,2023-10-23
2023-10-24,0.3130451438915938,2023-10-24
2023-10-25,0.3130451438915938,2023-10-25
2023-10-26,0.3130451438915938,2023-10-26
2023-10-27,0.3130451438915938,2023-10-27
2023-10-28,0.3130451438915938,2023-10-28
2023-10-29,0.3130451438915938,2023-10-29
2023-10-30,0.3130451438915938,2023-10-30
2023-10-31,0.3130451438915938,2023-10-31
2023-11-01,0.3130451438915938,2023-11-01
